tss_index,chrom,gene_name,mean_coverage,std_coverage,in_blacklist,in_chrX,in_overlapping,in_high_variability,removed
112,chr1,GPR157,1.6689487448390485,0.4269625870406832,False,False,False,False,False
113,chr1,H6PD,1.4265312248627757,0.3452522778011464,False,False,False,False,False
114,chr1,SPSB1,1.6960253076188838,0.4050244927561194,False,False,False,False,False
115,chr1,SLC25A33,1.367540773577948,0.3904958049170049,False,False,False,False,False
116,chr1,TMEM201,1.6478146918427086,0.37269927478057047,False,False,False,False,False
117,chr1,PIK3CD,1.6282655609895107,0.39120552534177844,False,False,False,False,False
118,chr1,CLSTN1,1.7496666856108245,0.45250228799136516,False,False,False,False,False
119,chr1,CTNNBIP1,1.441378037938825,0.32894416555878714,False,False,False,False,False
120,chr1,LZIC,1.5077914695741474,0.37725046069599577,False,False,True,False,True
121,chr1,NMNAT1,1.515050583372938,0.37982544631337983,False,False,True,False,True
122,chr1,RBP7,1.581165373849245,0.3876589103565122,False,False,False,False,False
123,chr1,UBE4B,1.3174998714707395,0.29409700059864924,False,False,False,False,False
124,chr1,KIF1B,1.4050624057754224,0.41778634746585225,False,False,False,False,False
125,chr1,PGD,1.3816747951089332,0.3805353847192869,False,False,False,False,False
126,chr1,CENPS,1.5749507270923921,0.34356157064301307,False,False,True,False,True
127,chr1,CENPS-CORT,1.5749101821746871,0.34360368518225765,False,False,True,False,True
128,chr1,CORT,1.772973917452175,0.43746167786435786,False,False,False,False,False
129,chr1,DFFA,1.4699637586849224,0.3564922461419063,False,False,True,False,True
130,chr1,PEX14,1.3990410534159967,0.314941595295805,False,False,True,False,True
131,chr1,CASZ1,1.9357187112227259,0.47769037170997797,False,False,False,False,False
132,chr1,C1orf127,1.8517437808104333,0.4322879991483513,False,False,False,False,False
133,chr1,TARDBP,1.4594459848254133,0.38057016172324903,False,False,False,False,False
134,chr1,MASP2,1.9397668983855894,0.5261476424870393,False,False,False,False,False
135,chr1,SRM,1.66398813913561,0.40013131833928556,False,False,False,False,False
136,chr1,EXOSC10,1.5905958968565714,0.3964130846223167,False,False,False,False,False
137,chr1,ANGPTL7,2.1727032301129596,0.5577564151642844,False,False,False,False,False
138,chr1,MTOR,1.391902737092368,0.3671798726242224,False,False,False,False,False
139,chr1,UBIAD1,1.4608270215861991,0.36415032492383187,False,False,False,False,False
140,chr1,DISP3,2.5255115440339666,0.6491443170713945,False,False,False,False,False
141,chr1,FBXO2,1.7636625426790737,0.42425026106670655,False,False,True,False,True
142,chr1,FBXO44,1.7952107247716775,0.43011365218041014,False,False,True,False,True
143,chr1,FBXO6,1.6054718548258722,0.42845012862048315,False,False,False,False,False
144,chr1,MAD2L2,1.8120411563708396,0.4544988099629818,False,False,False,False,False
145,chr1,DRAXIN,2.080832869536408,0.49527860346991626,False,False,False,False,False
146,chr1,AGTRAP,1.530199413284643,0.38330002403261243,False,False,False,False,False
147,chr1,C1orf167,1.9038903187176508,0.47794199319226,False,False,False,False,False
148,chr1,MTHFR,1.5214304621280978,0.40651250150561996,False,False,True,False,True
149,chr1,CLCN6,1.5196387741141977,0.4125093566485215,False,False,True,False,True
150,chr1,NPPA,1.7489010073043543,0.43405421992014054,False,False,False,False,False
151,chr1,NPPB,2.0377340905477785,0.4922855485576664,False,False,False,False,False
152,chr1,KIAA2013,1.2509086780471057,0.3480110831105728,False,False,False,False,False
153,chr1,PLOD1,1.4442511080810003,0.38256625601942124,False,False,False,False,False
154,chr1,MFN2,1.454061910541446,0.33993242798124146,False,False,False,False,False
155,chr1,MIIP,1.3700923938317076,0.36494598899343433,False,False,False,False,False
156,chr1,TNFRSF8,2.0680096639886507,0.5254963919911505,False,False,False,False,False
157,chr1,TNFRSF1B,1.8186002031150508,0.4705181567132033,False,False,False,False,False
158,chr1,VPS13D,1.710651182263835,0.4475251367692707,False,False,False,False,False
159,chr1,DHRS3,1.7631247330817577,0.4504574554058625,False,False,False,False,False
160,chr1,AADACL4,1.899889723353477,0.46862893226729213,False,False,False,False,False
161,chr1,AADACL3,2.0233973112674986,0.5175607371236686,False,False,False,False,False
162,chr1,CFAP107,2.2371708676158284,0.5891885333656601,False,False,False,False,False
163,chr1,PRAMEF12,2.634456276914454,0.6846149792044959,False,False,False,True,True
164,chr1,PRAMEF1,1.5878427202566283,0.4581407520610659,False,False,False,False,False
165,chr1,PRAMEF11,1.6875863803194762,0.47568691918805917,False,False,False,False,False
166,chr1,HNRNPCL1,1.8986911742762635,0.5844626302079237,False,False,False,False,False
167,chr1,PRAMEF2,1.9768184129084818,0.5977095241210201,False,False,False,False,False
168,chr1,PRAMEF4,1.1292137997460778,0.4005835133030812,False,False,False,False,False
169,chr1,PRAMEF10,0.5425497273419587,0.20238944278520896,False,False,False,False,False
170,chr1,PRAMEF7,0.31892599720988696,0.12809353690435957,False,False,False,False,False
171,chr1,PRAMEF6,0.14615518755496057,0.054967054318930765,False,False,False,False,False
172,chr1,PRAMEF27,0.4942757149813863,0.17294390797662834,False,False,True,False,True
173,chr1,HNRNPCL3,0.36544351063842345,0.1306092437323867,False,False,True,False,True
174,chr1,PRAMEF25,0.1586526292937418,0.06490356140425306,False,False,False,False,False
175,chr1,HNRNPCL2,2.245706975091328,0.5905879613664534,False,False,False,False,False
176,chr1,PRAMEF26,0.08594509096962487,0.058379661696961196,False,False,False,False,False
177,chr1,HNRNPCL4,0.2132404160606807,0.11197995119673096,False,False,False,False,False
178,chr1,PRAMEF9,0.4284294120714951,0.21729743590917489,False,False,False,False,False
179,chr1,PRAMEF13,0.08478093072904462,0.09003260151273762,False,False,False,False,False
180,chr1,PRAMEF18,2.3607658912488687,0.5521106255087044,False,False,False,False,False
181,chr1,PRAMEF5,0.0760526848237293,0.055164009487891214,False,False,False,False,False
182,chr1,PRAMEF8,0.26035237732763444,0.077293643781478,False,False,False,False,False
183,chr1,PRAMEF33,0.4053062073837827,0.1289344428547719,False,False,False,False,False
184,chr1,PRAMEF15,1.277873595760779,0.3297501380572665,False,False,False,False,False
185,chr1,PRAMEF14,1.2461458945159947,0.3697166171633064,False,False,False,False,False
186,chr1,PRAMEF19,1.917860620662222,0.48003581696986686,False,False,False,False,False
187,chr1,PRAMEF17,2.0859299349440197,0.5878966299049468,False,False,False,False,False
188,chr1,PRAMEF20,1.921222906819793,0.505334449869981,False,False,False,False,False
189,chr1,LRRC38,2.423586181482439,0.5800224481193091,False,False,False,False,False
190,chr1,PDPN,2.183209647857841,0.5381961940359669,False,False,False,False,False
191,chr1,PRDM2,1.8110101963184067,0.46436352855044966,False,False,False,False,False
192,chr1,KAZN,2.4169801515958107,0.6477494757696872,False,False,False,False,False
193,chr1,TMEM51,2.2839897951219648,0.5757881260735869,False,False,False,False,False
194,chr1,FHAD1,2.178856152733402,0.557788215871132,False,False,False,False,False
195,chr1,EFHD2,1.7653204123573072,0.5258253788647173,False,False,False,False,False
196,chr1,CTRC,1.8816510392937835,0.47537451821887466,False,False,False,False,False
197,chr1,CELA2A,1.9922979069867242,0.4684654503380432,False,False,False,False,False
198,chr1,CELA2B,2.053890286225304,0.5417908215504146,False,False,False,False,False
199,chr1,CASP9,1.2771154354660426,0.30008825624933955,False,False,True,False,True
200,chr1,DNAJC16,1.3028493424005794,0.32584126973054817,False,False,True,False,True
201,chr1,AGMAT,1.7402708237208986,0.44515659462720963,False,False,False,False,False
202,chr1,DDI2,1.4973628584328256,0.3724270675280629,False,False,False,False,False
203,chr1,RSC1A1,2.023120923214834,0.47141293054392513,False,False,False,False,False
204,chr1,PLEKHM2,1.6140705855059354,0.40400665115427153,False,False,False,False,False
205,chr1,SLC25A34,2.16043518249629,0.5327998685743643,False,False,False,False,False
206,chr1,TMEM82,2.0307406691220367,0.47830698811679134,False,False,False,False,False
207,chr1,FBLIM1,1.9603407931577612,0.5172991572161392,False,False,False,False,False
208,chr1,UQCRHL,1.6587336556443153,0.45948388689991815,False,False,False,False,False
209,chr1,SPEN,1.3066306883462733,0.3360308117120411,False,False,False,False,False
210,chr1,ZBTB17,1.581425567711324,0.3968304743160274,False,False,False,False,False
211,chr1,SRARP,1.829397674971187,0.410650871054821,False,False,False,False,False
212,chr1,HSPB7,2.204832939113491,0.5491799159729384,False,False,True,False,True
213,chr1,CLCNKA,2.24236469563471,0.5200536530026599,False,False,True,False,True
214,chr1,CLCNKB,2.0991068085353857,0.5900033189952583,False,False,False,False,False
215,chr1,FAM131C,1.974988065007085,0.4967638365336182,False,False,False,False,False
216,chr1,EPHA2,2.1038443517147103,0.5147851160892357,False,False,False,False,False
217,chr1,ARHGEF19,1.7710577210058671,0.4286042984879152,False,False,False,False,False
218,chr1,CPLANE2,1.747738081659362,0.4697668096925209,False,False,False,False,False
219,chr1,FBXO42,1.497295273010053,0.40754066727397126,False,False,False,False,False
220,chr1,SZRD1,1.2993536977661446,0.33268376941399636,False,False,False,False,False
221,chr1,SPATA21,1.618917974287116,0.4237349812972277,False,False,True,False,True
222,chr1,NECAP2,1.58079824348292,0.39331179871872146,False,False,True,False,True
223,chr1,NBPF1,7.157372190839828,1.9002096236302355,False,False,False,True,True
224,chr1,CROCC,2.7287643593730295,0.9440500624214525,False,False,False,True,True
225,chr1,MFAP2,2.0809108793412188,0.5200939180987046,False,False,False,False,False
226,chr1,ATP13A2,1.5904929505252652,0.43224494985327244,False,False,False,False,False
227,chr1,SDHB,1.5051253345516982,0.40133105658104523,False,False,False,False,False
228,chr1,PADI2,1.85882762466469,0.4888820833768422,False,False,False,False,False
229,chr1,PADI1,2.2121956158925724,0.5799814023562442,False,False,False,False,False
230,chr1,PADI3,2.2497928057753698,0.535614073326661,False,False,False,False,False
231,chr1,PADI4,1.735957987116809,0.4361496167729514,False,False,False,False,False
232,chr1,PADI6,2.176829196906851,0.5368915406149068,False,False,False,False,False
233,chr1,RCC2,1.464383862210209,0.3521042388423418,False,False,False,False,False
234,chr1,ARHGEF10L,2.0191872952517556,0.501504223005127,False,False,False,False,False
235,chr1,ACTL8,2.25463458640267,0.5376901173167492,False,False,False,False,False
236,chr1,IGSF21,2.308246361890554,0.5801234785869207,False,False,False,False,False
237,chr1,KLHDC7A,2.310861259131875,0.5793382611947886,False,False,False,False,False
238,chr1,PAX7,2.1641525669972284,0.49814971063374563,False,False,False,False,False
239,chr1,TAS1R2,2.472578961113945,0.6052408368856352,False,False,False,False,False
240,chr1,ALDH4A1,1.7011488436440085,0.4317811561193927,False,False,False,False,False
241,chr1,IFFO2,1.8623499163979846,0.4423926353890064,False,False,False,False,False
242,chr1,UBR4,1.593977929596046,0.400227284191644,False,False,False,False,False
243,chr1,EMC1,1.7798898345535743,0.45268827217038876,False,False,True,False,True
244,chr1,MRTO4,1.7973456253344084,0.45208610095573226,False,False,True,False,True
245,chr1,AKR7L,1.8151469687561055,0.4529165230701775,False,False,False,False,False
246,chr1,AKR7A3,1.8017990071176084,0.44804266939166476,False,False,False,False,False
247,chr1,AKR7A2,1.8443205426468021,0.4617924664250056,False,False,True,False,True
248,chr1,SLC66A1,1.8369273593034905,0.460510447278914,False,False,True,False,True
249,chr1,CAPZB,1.61449061805446,0.39074624292331595,False,False,False,False,False
250,chr1,MICOS10,1.6766121194754646,0.44393223209412763,False,False,True,False,True
251,chr1,MICOS10-NBL1,1.688339628730406,0.44965621517200116,False,False,True,False,True
252,chr1,NBL1,1.9681576489436738,0.4766791325227995,False,False,False,False,False
253,chr1,HTR6,2.067552066947891,0.4892349528945668,False,False,False,False,False
254,chr1,TMCO4,1.8575444054655914,0.4657382209667861,False,False,False,False,False
255,chr1,RNF186,2.1953934252599554,0.5863728642541073,False,False,False,False,False
256,chr1,OTUD3,1.8333293082749942,0.43792251701060003,False,False,False,False,False
257,chr1,PLA2G2E,2.216558216093992,0.5673746919399049,False,False,False,False,False
258,chr1,PLA2G2A,2.607344003969882,0.6654792243887363,False,False,False,False,False
259,chr1,PLA2G5,2.3169549474537607,0.6220138435335525,False,False,False,False,False
260,chr1,PLA2G2D,2.2390160065315596,0.5457399133289125,False,False,False,False,False
261,chr1,PLA2G2F,2.601507998022857,0.636747088105267,False,False,False,False,False
262,chr1,UBXN10,2.3586106817228947,0.5888570793427301,False,False,True,False,True
263,chr1,PLA2G2C,2.370322767314996,0.5849255151533755,False,False,True,False,True
264,chr1,VWA5B1,2.618484811283973,0.6664615566518224,False,False,False,True,True
265,chr1,CAMK2N1,2.202680722017448,0.591623661827219,False,False,False,False,False
266,chr1,MUL1,1.5634016430971713,0.4038867453968749,False,False,False,False,False
267,chr1,FAM43B,2.1616275515212413,0.5645719138147939,False,False,False,False,False
268,chr1,CDA,1.845708232610435,0.4623583046756845,False,False,False,False,False
269,chr1,PINK1,1.690409071264145,0.41489358028109885,False,False,False,False,False
270,chr1,DDOST,1.7078443312846538,0.4177500443805945,False,False,False,False,False
271,chr1,KIF17,2.066767740133474,0.5146737476836035,False,False,False,False,False
272,chr1,SH2D5,2.031064501610385,0.5440723508759654,False,False,False,False,False
273,chr1,HP1BP3,1.4449700267707233,0.37364844364496497,False,False,False,False,False
274,chr1,EIF4G3,1.464516258750361,0.35450239082546564,False,False,False,False,False
275,chr1,ECE1,1.4740458478787426,0.4026119378894231,False,False,False,False,False
276,chr1,NBPF3,1.9678833587400508,0.5262588134495005,False,False,False,False,False
277,chr1,ALPL,2.047228819912724,0.5469702248415909,False,False,False,False,False
278,chr1,RAP1GAP,2.1575224394543375,0.554501218630427,False,False,False,False,False
279,chr1,USP48,1.3704742901494247,0.3039540203230628,False,False,False,False,False
280,chr1,LDLRAD2,1.8550935195291884,0.4231086530265037,False,False,False,False,False
281,chr1,HSPG2,1.9058611961760517,0.46565984677659855,False,False,False,False,False
282,chr1,CELA3B,1.6919432013117213,0.40666501429135576,False,False,False,False,False
283,chr1,CELA3A,1.8335531285352313,0.48045116809645216,False,False,False,False,False
284,chr1,CDC42,1.3179298375668371,0.35106148448617835,False,False,False,False,False
285,chr1,WNT4,2.1764275737315004,0.5350826730620795,False,False,False,False,False
286,chr1,ZBTB40,1.9565391182037926,0.4601767785501772,False,False,False,False,False
287,chr1,EPHA8,2.403379675261742,0.6674276326542103,False,False,False,False,False
288,chr1,C1QA,2.288572458230872,0.5618994356840261,False,False,False,False,False
289,chr1,C1QC,2.2598276944496045,0.5834667581189461,False,False,False,False,False
290,chr1,C1QB,2.3027108648726036,0.5690776873090049,False,False,False,False,False
291,chr1,EPHB2,2.274237886745901,0.5370958976611723,False,False,False,False,False
292,chr1,LACTBL1,2.181135821238815,0.49732451559145524,False,False,False,False,False
293,chr1,TEX46,1.562451085588181,0.38732403603743976,False,False,True,False,True
294,chr1,KDM1A,1.5911571071843165,0.42557112606548403,False,False,True,False,True
295,chr1,LUZP1,1.5876712886825934,0.4166000745427527,False,False,False,False,False
296,chr1,HTR1D,2.2950305050905926,0.5468959034263824,False,False,False,False,False
297,chr1,HNRNPR,1.6008629178660356,0.42030567993362583,False,False,False,False,False
298,chr1,ZNF436,1.5523972886606183,0.3720268497011785,False,False,False,False,False
299,chr1,TCEA3,2.189454485499567,0.5831986820039251,False,False,False,False,False
300,chr1,ASAP3,1.8017425880269606,0.4468167518684781,False,False,False,False,False
301,chr1,E2F2,1.6047373719887592,0.4563424950770988,False,False,False,False,False
302,chr1,ID3,1.6691046345072904,0.4070789897861333,False,False,False,False,False
303,chr1,RPL11,1.6353704513331453,0.41804246544739154,False,False,False,False,False
304,chr1,ELOA,1.6506720656333633,0.38286989049027487,False,False,False,False,False
305,chr1,PITHD1,1.5298235989443936,0.3631898657725287,False,False,False,False,False
306,chr1,LYPLA2,1.5722860638603915,0.4093229683921199,False,False,False,False,False
307,chr1,GALE,1.626839191436504,0.4248739724905137,False,False,False,False,False
308,chr1,HMGCL,1.4505972503386106,0.37196921405613736,False,False,False,False,False
309,chr1,FUCA1,1.7589967821500132,0.4410106174995892,False,False,False,False,False
310,chr1,CNR2,1.6159991182481348,0.43966031086354473,False,False,False,False,False
311,chr1,PNRC2,1.4868832734320818,0.4023020381300816,False,False,False,False,False
312,chr1,SRSF10,1.6788469734396425,0.4264570973533092,False,False,False,False,False
313,chr1,MYOM3,2.364802079174653,0.54196747881513,False,False,False,False,False
314,chr1,IL22RA1,2.2543775804303143,0.560750529895338,False,False,False,False,False
315,chr1,IFNLR1,1.8718533679854874,0.43825648710037124,False,False,False,False,False
316,chr1,GRHL3,1.9417183387405983,0.48353245870133954,False,False,False,False,False
317,chr1,STPG1,1.6476177788462103,0.44432583114198104,False,False,True,False,True
318,chr1,NIPAL3,1.632404266919478,0.44865193495921624,False,False,True,False,True
319,chr1,RCAN3,1.8511719214085969,0.4331952137697417,False,False,False,False,False
320,chr1,NCMAP,1.862142230543647,0.43211176850027716,False,False,False,False,False
321,chr1,SRRM1,1.5895726687030278,0.44367458504029816,False,False,False,False,False
322,chr1,CLIC4,1.4626533287837058,0.35440429214840474,False,False,False,False,False
323,chr1,RUNX3,1.8286474713908716,0.47059411945698076,False,False,False,False,False
324,chr1,SYF2,1.502769982959025,0.3707123321831684,False,False,False,False,False
325,chr1,RSRP1,1.3808528175002808,0.3513115568238797,False,False,False,False,False
326,chr1,RHD,0.7067704879412551,0.40619221831260255,True,False,False,False,True
327,chr1,TMEM50A,1.019826464085777,0.30272504306069925,True,False,False,False,True
328,chr1,RHCE,1.533170196905134,0.36850547856882065,True,False,False,False,True
329,chr1,MACO1,1.8402740231511792,0.4287560913398425,True,False,False,False,True
330,chr1,LDLRAP1,1.8192692451506907,0.44440296969805654,False,False,False,False,False
331,chr1,MAN1C1,1.9445762277268768,0.47406923151428865,False,False,False,False,False
332,chr1,SELENON,1.6693828080780637,0.4043063855104183,False,False,False,False,False
333,chr1,MTFR1L,1.7932923322430445,0.4591748868674955,False,False,False,False,False
334,chr1,AUNIP,1.5443717578786,0.36699537854295006,False,False,False,False,False
335,chr1,PAQR7,1.7364617313065351,0.41781479530684457,False,False,False,False,False
336,chr1,STMN1,1.7518432471740715,0.43074146323075324,False,False,False,False,False
337,chr1,PAFAH2,1.6576108401572658,0.3948538611273745,False,False,False,False,False
338,chr1,EXTL1,2.1281869438259666,0.5256831304912761,False,False,False,False,False
339,chr1,SLC30A2,2.2317970037667507,0.5172459184952537,False,False,False,False,False
340,chr1,TRIM63,2.0805223054158533,0.49641681032841367,False,False,False,False,False
341,chr1,PDIK1L,1.3852356443844307,0.3264508025638435,False,False,False,False,False
342,chr1,FAM110D,1.8182031428232586,0.4386637326978392,False,False,False,False,False
343,chr1,C1orf232,1.802308556400865,0.4420191283394091,False,False,True,False,True
344,chr1,ZNF593,1.847910441040176,0.46535847898308214,False,False,True,False,True
345,chr1,ZNF593OS,1.8137751131078217,0.46425229213552566,False,False,True,False,True
346,chr1,CNKSR1,1.9155185941035233,0.4668948085310887,False,False,False,False,False
347,chr1,CATSPER4,2.065965263615266,0.5037785269956517,False,False,False,False,False
